drug_id,atc_code
DDInter393,A02BD14
DDInter393,A02BD07
DDInter393,A02BD04
DDInter393,A02BD09
DDInter393,A02BD05
DDInter393,J01FA09
DDInter393,A02BD06
DDInter393,A02BD11
DDInter395,D04AA14
DDInter395,R06AA54
DDInter395,R06AA04
DDInter396,C08CA16
DDInter397,A03CA02
DDInter398,D10AF01
DDInter398,J01FF01
DDInter398,D10AF51
DDInter398,G01AA10
DDInter399,D10AF01
DDInter399,J01FF01
DDInter399,D10AF51
DDInter399,G01AA10
DDInter4,L02BX01
DDInter40,L04AA15
DDInter401,N05BA09
DDInter402,D07AD01
DDInter402,D07CD01
DDInter403,D07AD01
DDInter403,D07CD01
DDInter405,L01BB06
DDInter406,J04BA01
DDInter407,R05DB10
DDInter408,C10AB01
DDInter409,G03GB02
DDInter41,L04AA34
DDInter410,N06AA04
DDInter411,N03AE01
DDInter412,S01EA04
DDInter412,C02LC01
DDInter412,C02AC01
DDInter412,N02CX02
DDInter412,C02LC51
DDInter413,B01AC04
DDInter414,N05BA05
DDInter415,J07AM51
DDInter415,J07AM01
DDInter415,J07AM52
DDInter416,D01AC01
DDInter416,A01AB18
DDInter416,G01AF02
DDInter416,G01AF20
DDInter418,J01CR50
DDInter418,J01CF02
DDInter419,N05AH02
DDInter42,M05BB03
DDInter42,M05BA04
DDInter42,M05BB06
DDInter42,M05BB05
DDInter420,B02BD04
DDInter420,B02BD01
DDInter421,B02BD08
DDInter422,B02BD13
DDInter424,J05AR09
DDInter424,J05AR15
DDInter424,J05AR14
DDInter424,J05AR22
DDInter424,J05AR18
DDInter424,V03AX03
DDInter425,L01EE02
DDInter429,N02AA79
DDInter429,R05DA04
DDInter429,N02AA59
DDInter429,N02AJ08
DDInter429,N02AJ06
DDInter429,N02AJ07
DDInter43,N01AH02
DDInter430,R05CB05
DDInter430,V03AF01
DDInter431,M04AC01
DDInter433,C10AC02
DDInter435,D03BA02
DDInter435,M09AB02
DDInter435,D03BA52
DDInter436,D03BA02
DDInter436,M09AB02
DDInter436,D03BA52
DDInter437,B06AC04
DDInter438,C03XA02
DDInter439,G03CA57
DDInter439,G03CC07
DDInter44,G04CA01
DDInter44,G04CA51
DDInter440,G03CA57
DDInter440,G03CC07
DDInter441,L01EM02
DDInter445,H01AA01
DDInter448,L01ED01
DDInter449,R03AK05
DDInter449,R03AK04
DDInter449,R03BC01
DDInter449,R01AC51
DDInter449,S01GX51
DDInter449,R01AC01
DDInter449,S01GX01
DDInter449,D11AH03
DDInter449,A07EB01
DDInter45,R06AD01
DDInter451,B03BA01
DDInter451,B03AE01
DDInter451,B03BA51
DDInter452,C04AX01
DDInter453,R06AE03
DDInter453,R06AE53
DDInter454,M03BX08
DDInter456,L01AA01
DDInter457,J04AB01
DDInter458,L04AD01
DDInter458,S01XA18
DDInter459,R06AX02
DDInter46,C09XA54
DDInter46,C09XA53
DDInter46,C09DX02
DDInter46,C09XA02
DDInter46,C09XA52
DDInter460,L01BC01
DDInter460,L01XY01
DDInter461,L01BC01
DDInter461,L01XY01
DDInter462,L01EC02
DDInter463,L01AX04
DDInter464,J05AP58
DDInter464,J05AP07
DDInter465,L01EB07
DDInter466,L01DA01
DDInter467,J01XA04
DDInter468,N07XX07
DDInter470,B01AB04
DDInter471,B01AB09
DDInter472,G03XA01
DDInter473,M03CA01
DDInter474,A10BK01
DDInter474,A10BD15
DDInter474,A10BD21
DDInter474,A10BD25
DDInter475,D10AX05
DDInter475,J04BA02
DDInter476,D10AX05
DDInter476,J04BA02
DDInter477,J01XX09
DDInter478,L01FC01
DDInter479,B03XA02
DDInter48,M04AA01
DDInter48,M04AA51
DDInter480,G04BD10
DDInter481,L02BB06
DDInter482,J05AR14
DDInter482,G01AE10
DDInter482,J05AR22
DDInter482,J05AR26
DDInter482,J05AE10
DDInter483,J05AP09
DDInter483,J05AP52
DDInter484,L01EA02
DDInter485,L01DB02
DDInter485,L01XY01
DDInter486,L01DB02
DDInter486,L01XY01
DDInter487,L01BC08
DDInter488,V03AC03
DDInter489,V03AC02
DDInter49,N02CC05
DDInter490,V03AC01
DDInter491,B01AX01
DDInter492,H02AB13
DDInter493,L02BX02
DDInter495,J01MA23
DDInter496,J05AG02
DDInter498,J01AA01
DDInter498,D06AA01
DDInter498,J01AA20
DDInter499,L01XX29
DDInter5,L04AA24
DDInter500,M05BX04
DDInter501,D11AX24
DDInter502,C02LA03
DDInter502,C02AA05
DDInter503,N01AB07
DDInter504,N06AA01
DDInter505,B01AE01
DDInter506,R06AX27
DDInter507,H01BA02
DDInter508,G03AC09
DDInter508,G03FB10
DDInter508,G03AB05
DDInter508,G03AA09
DDInter51,A10BD13
DDInter51,A10BD09
DDInter51,A10BH04
DDInter511,N06AX23
DDInter512,N07XX16
DDInter513,R01AD53
DDInter513,D07XB05
DDInter513,R01AD03
DDInter513,D10AA03
DDInter513,S01CB01
DDInter513,S02CA06
DDInter513,S03CA01
DDInter513,C05AA09
DDInter513,S01CA01
DDInter513,D07CB04
DDInter513,H02AB02
DDInter513,S01BA01
DDInter513,A01AC02
DDInter513,S03BA01
DDInter513,D07AB19
DDInter513,S02BA06
DDInter514,R01AD53
DDInter514,D07XB05
DDInter514,R01AD03
DDInter514,D10AA03
DDInter514,S01CB01
DDInter514,S02CA06
DDInter514,S03CA01
DDInter514,C05AA09
DDInter514,S01CA01
DDInter514,D07CB04
DDInter514,H02AB02
DDInter514,S01BA01
DDInter514,A01AC02
DDInter514,S03BA01
DDInter514,D07AB19
DDInter514,S02BA06
DDInter515,R01AD53
DDInter515,D07XB05
DDInter515,R01AD03
DDInter515,D10AA03
DDInter515,S01CB01
DDInter515,S02CA06
DDInter515,S03CA01
DDInter515,C05AA09
DDInter515,S01CA01
DDInter515,D07CB04
DDInter515,H02AB02
DDInter515,S01BA01
DDInter515,A01AC02
DDInter515,S03BA01
DDInter515,D07AB19
DDInter515,S02BA06
DDInter516,R01AD53
DDInter516,D07XB05
DDInter516,R01AD03
DDInter516,D10AA03
DDInter516,S01CB01
DDInter516,S02CA06
DDInter516,S03CA01
DDInter516,C05AA09
DDInter516,S01CA01
DDInter516,D07CB04
DDInter516,H02AB02
DDInter516,S01BA01
DDInter516,A01AC02
DDInter516,S03BA01
DDInter516,D07AB19
DDInter516,S02BA06
DDInter517,R06AB06
DDInter517,R06AB56
DDInter518,A08AA04
DDInter519,A02BC06
DDInter52,A03AE01
DDInter520,N05CM18
DDInter521,N06BA11
DDInter522,V03AF02
DDInter528,N02AC04
DDInter528,N02AC54
DDInter528,N02AC74
DDInter53,L01EM03
DDInter530,C10AX01
DDInter531,N02AX03
DDInter532,N07BC06
DDInter533,V08AA01
DDInter534,N05BA01
DDInter535,G01AE10
DDInter535,C02DA01
DDInter535,V03AH01
DDInter536,N05CC04
DDInter537,S01CC01
DDInter537,S01BC03
DDInter537,M01AB55
DDInter537,M02AA15
DDInter537,M01AB05
DDInter537,D11AX18
DDInter538,S01CC01
DDInter538,S01BC03
DDInter538,M01AB55
DDInter538,M02AA15
DDInter538,M01AB05
DDInter538,D11AX18
DDInter539,S01CC01
DDInter539,S01BC03
DDInter539,M01AB55
DDInter539,M02AA15
DDInter539,M01AB05
DDInter539,D11AX18
DDInter54,N05BA12
DDInter540,G01AE10
DDInter540,S01EC02
DDInter541,J01CR50
DDInter541,J01CF01
DDInter542,B01AA01
DDInter543,A03AA07
DDInter544,J05AF02
DDInter546,G03AB08
DDInter546,G03DB08
DDInter546,G03FA15
DDInter546,G03AA16
DDInter547,A08AA03
DDInter548,L02AA04
DDInter548,L02AA01
DDInter548,G03CC05
DDInter548,G03CB02
DDInter549,A07DA04
DDInter55,C01EA01
DDInter55,G04BE01
DDInter551,N02BA11
DDInter553,C01AA04
DDInter554,C01AA05
DDInter555,V03AB24
DDInter556,N02AA58
DDInter556,N02AA08
DDInter556,N02AJ02
DDInter556,N02AJ01
DDInter557,N02CA51
DDInter557,N02CA01
DDInter558,A11CC02
DDInter559,G01AC01
DDInter56,B01AD02
DDInter56,S01XA13
DDInter561,C08DB01
DDInter561,C05AE03
DDInter562,R06AA11
DDInter563,V03AB09
DDInter564,L04AX07
DDInter567,G02AD02
DDInter568,L01FX06
DDInter569,D04AA32
DDInter569,R06AA02
DDInter569,D04AA33
DDInter569,R06AA52
DDInter57,L01XX03
DDInter570,D04AA32
DDInter570,R06AA02
DDInter570,D04AA33
DDInter570,R06AA52
DDInter571,A07DA01
DDInter573,B01AC07
DDInter574,L04AX09
DDInter575,C01BA03
DDInter576,P03AA04
DDInter576,P03AA54
DDInter576,N07BB01
DDInter577,C01CA07
DDInter58,A02AB02
DDInter58,A02AB01
DDInter58,A02AD03
DDInter580,C01BD04
DDInter581,A04AA04
DDInter582,J05AR27
DDInter582,J05AJ03
DDInter582,J05AR13
DDInter582,J05AR25
DDInter582,J05AR21
DDInter583,N06DA52
DDInter583,N06DA53
DDInter583,N06DA02
DDInter584,C01CA04
DDInter585,J05AR24
DDInter585,J05AG06
DDInter586,J01DH04
DDInter587,R05CB13
DDInter59,A06AH02
DDInter590,M03AC07
DDInter591,R07AB01
DDInter592,C02CA04
DDInter593,N06AA12
DDInter593,D04AX01
DDInter594,N06AA12
DDInter594,D04AX01
DDInter595,H05BX03
DDInter596,L01DB01
DDInter597,L01DB01
DDInter598,J01AA02
DDInter598,A01AB22
DDInter598,J01AA20
DDInter599,J01AA02
DDInter599,A01AB22
DDInter599,J01AA20
DDInter6,B01AC13
DDInter60,N04BB01
DDInter600,R06AA09
DDInter600,R06AA59
DDInter601,A04AD10
DDInter602,C01BD07
DDInter603,N05AD08
DDInter604,G03AA18
DDInter604,G03AC10
DDInter604,G03FA17
DDInter604,G03AA12
DDInter605,B01AD10
DDInter606,C01CA27
DDInter607,A10BJ05
DDInter608,N06AX21
DDInter609,D11AH05
DDInter61,N07AA30
DDInter610,L01FF03
DDInter611,G04CB02
DDInter611,G04CA52
DDInter612,L01EM04
DDInter613,R03DA20
DDInter613,R03DB01
DDInter613,R03DA51
DDInter613,R03DA01
DDInter616,G01AF05
DDInter616,D01AC03
DDInter616,G01AF20
DDInter616,G01AF55
DDInter617,G01AF05
DDInter617,D01AC03
DDInter617,G01AF20
DDInter617,G01AF55
DDInter618,L04AA25
DDInter62,C02KX02
DDInter62,C02KX52
DDInter621,B01AF03
DDInter622,V04CX07
DDInter623,L04AA21
DDInter624,J05AR06
DDInter624,J05AG03
DDInter624,J05AR11
DDInter625,H01CC03
DDInter626,J05AP54
DDInter626,J05AP10
DDInter627,N02CC06
DDInter628,R07AX32
DDInter629,A16AX10
DDInter63,D07AC11
DDInter630,L01FX08
DDInter631,B02BX05
DDInter632,A07DA06
DDInter633,J05AJ02
DDInter633,J05AR09
DDInter633,J05AR18
DDInter634,L04AA39
DDInter635,B02BX06
DDInter636,A10BD19
DDInter636,A10BD20
DDInter636,A10BK03
DDInter636,A10BD27
DDInter637,J05AR19
DDInter637,J05AR08
DDInter637,J05AR17
DDInter637,J05AF09
DDInter637,J05AR09
DDInter637,J05AR20
DDInter637,J05AR06
DDInter637,J05AR03
DDInter637,J05AR22
DDInter637,J05AR18
DDInter638,C09BA02
DDInter638,C09BB06
DDInter638,C09BB02
DDInter638,C09AA02
DDInter639,L01XX59
DDInter64,N07XX05
DDInter640,L01EC03
DDInter641,N01AB04
DDInter642,L01FX13
DDInter643,J05AX07
DDInter644,J01MA04
DDInter645,B01AB05
DDInter646,N04BX02
DDInter647,J05AF10
DDInter648,L01EX14
DDInter649,L02BB04
DDInter65,V03AF05
DDInter650,S01FB02
DDInter650,R01AB05
DDInter650,C01CA26
DDInter650,R03CA02
DDInter650,A08AA56
DDInter650,R01AA03
DDInter651,S01FB02
DDInter651,R01AB05
DDInter651,C01CA26
DDInter651,R03CA02
DDInter651,A08AA56
DDInter651,R01AA03
DDInter652,A01AD01
DDInter652,R03AK01
DDInter652,B02BC09
DDInter652,C01CA24
DDInter652,S01EA01
DDInter652,R01AA14
DDInter652,R03AA01
DDInter652,S01EA51
DDInter653,A01AD01
DDInter653,R03AK01
DDInter653,B02BC09
DDInter653,C01CA24
DDInter653,S01EA01
DDInter653,R01AA14
DDInter653,R03AA01
DDInter653,S01EA51
DDInter654,A01AD01
DDInter654,R03AK01
DDInter654,B02BC09
DDInter654,C01CA24
DDInter654,S01EA01
DDInter654,R01AA14
DDInter654,R03AA01
DDInter654,S01EA51
DDInter655,L01DB03
DDInter656,C03DA04
DDInter657,B01AC09
DDInter658,C09DA02
DDInter658,C09CA02
DDInter659,B01AC16
DDInter66,S01AA21
DDInter66,D06AX12
DDInter66,J01GB06
DDInter66,J01RA06
DDInter660,J01AA13
DDInter660,J01AA20
DDInter661,L01EN01
DDInter662,A11CC01
DDInter664,G02AB03
DDInter665,N02CA02
DDInter665,N02CA52
DDInter665,N02CA72
DDInter666,L01XX41
DDInter667,L01EB02
DDInter668,J01DH03
DDInter669,A10BD23
DDInter669,A10BK04
DDInter669,A10BD24
DDInter67,S01AA21
DDInter67,D06AX12
DDInter67,J01GB06
DDInter67,J01RA06
DDInter670,J01FA01
DDInter670,D10AF02
DDInter670,S01AA17
DDInter670,D10AF52
DDInter671,B03XA01
DDInter672,N06AB10
DDInter673,N06AX27
DDInter673,N01AX14
DDInter674,N03AF04
DDInter675,C07AB09
DDInter676,A02BD06
DDInter676,A02BC05
DDInter676,M01AE52
DDInter677,N05CD04
DDInter679,G03FA16
DDInter679,G03FA06
DDInter679,G03FA09
DDInter679,G03FA14
DDInter679,G03CA53
DDInter679,G03FA12
DDInter679,G03FB12
DDInter679,G03FB03
DDInter679,G03FA15
DDInter679,G03FB02
DDInter679,G03FB10
DDInter679,G03FA10
DDInter679,G03EA01
DDInter679,G03FA04
DDInter679,G03FB11
DDInter679,G03FA01
DDInter679,G03FB09
DDInter679,G03FB08
DDInter679,G03EA03
DDInter679,G03AA14
DDInter679,G03AB08
DDInter679,G03FB01
DDInter679,G03FA03
DDInter679,H01CC54
DDInter679,G03FA08
DDInter679,G03FB06
DDInter679,G03EA02
DDInter679,G03AA17
DDInter679,G03FA11
DDInter679,G03FB07
DDInter679,G03FA17
DDInter679,G03FA07
DDInter679,G03FA02
DDInter679,G03HB01
DDInter679,G03FB04
DDInter679,G03FA13
DDInter679,G02BB01
DDInter679,G03CA03
DDInter679,G03FA05
DDInter679,G03FB05
DDInter68,C03DB01
DDInter680,G03FA16
DDInter680,G03FA06
DDInter680,G03FA09
DDInter680,G03FA14
DDInter680,G03CA53
DDInter680,G03FA12
DDInter680,G03FB12
DDInter680,G03FB03
DDInter680,G03FA15
DDInter680,G03FB02
DDInter680,G03FB10
DDInter680,G03FA10
DDInter680,G03EA01
DDInter680,G03FA04
DDInter680,G03FB11
DDInter680,G03FA01
DDInter680,G03FB09
DDInter680,G03FB08
DDInter680,G03EA03
DDInter680,G03AA14
DDInter680,G03AB08
DDInter680,G03FB01
DDInter680,G03FA03
DDInter680,H01CC54
DDInter680,G03FA08
DDInter680,G03FB06
DDInter680,G03EA02
DDInter680,G03AA17
DDInter680,G03FA11
DDInter680,G03FB07
DDInter680,G03FA17
DDInter680,G03FA07
DDInter680,G03FA02
DDInter680,G03HB01
DDInter680,G03FB04
DDInter680,G03FA13
DDInter680,G02BB01
DDInter680,G03CA03
DDInter680,G03FA05
DDInter680,G03FB05
DDInter681,L01XX11
DDInter682,G03CC04
DDInter682,G03CA07
DDInter685,N05CF04
DDInter686,C03CC01
DDInter687,L04AB01
DDInter688,H05BX04
DDInter689,J04AK02
DDInter689,J04AM03
DDInter689,J04AM06
DDInter689,J04AM07
DDInter69,D02BA01
DDInter69,D11AX23
DDInter690,V03AB16
DDInter690,V03AZ01
DDInter690,D08AX08
DDInter691,N05CM08
DDInter692,G03AA15
DDInter692,G03AA11
DDInter692,L02AA03
DDInter692,G03AA12
DDInter692,G03AA16
DDInter692,G03AB02
DDInter692,G03CA01
DDInter692,G03AA03
DDInter692,G03AA10
DDInter692,G03AB04
DDInter692,G03AB01
DDInter692,G03AB07
DDInter692,G03AA13
DDInter692,G03AA06
DDInter692,G03AA08
DDInter692,G03AA02
DDInter692,G03AA04
DDInter692,G03AA09
DDInter692,G03AB09
DDInter692,G03AA07
DDInter692,G03AB03
DDInter692,G03AA05
DDInter692,G03AB05
DDInter692,G03AB06
DDInter692,G03AA01
DDInter693,V08AD01
DDInter694,J04AD03
DDInter695,N03AD01
DDInter695,N03AD51
DDInter696,N03AB01
DDInter697,N01BB07
DDInter697,N01BB57
DDInter698,M05BB01
DDInter698,M05BA01
DDInter699,M01AB08
DDInter7,L01EF03
DDInter70,B02AA01
DDInter700,N01AX07
DDInter701,G03AC08
DDInter702,L01CB01
DDInter703,J05AG04
DDInter704,L01EG02
DDInter704,L04AA18
DDInter705,L02BG06
DDInter706,A10BJ01
DDInter707,C10BA02
DDInter707,C10BA11
DDInter707,C10BA10
DDInter707,C10BA05
DDInter707,C10BA12
DDInter707,C10AX09
DDInter707,C10BA06
DDInter708,N03AX21
DDInter71,L02BG01
DDInter711,J05AB09
DDInter711,S01AD07
DDInter712,A02BA03
DDInter712,A02BA53
DDInter713,M04AA03
DDInter714,L01EJ02
DDInter715,N03AX10
DDInter716,C07FB02
DDInter716,C08CA02
DDInter716,C09BB05
DDInter717,A08AA02
DDInter717,N03AX26
DDInter718,C10BA03
DDInter718,C10BA12
DDInter718,C10AB05
DDInter718,C10BA09
DDInter718,C10BA04
DDInter719,C10AB11
DDInter72,L01XD04
DDInter720,C01CA19
DDInter721,M01AE04
DDInter722,N01AH01
DDInter722,N02AB03
DDInter722,N01AH51
DDInter725,B03AA02
DDInter725,B03AD02
DDInter726,B03AD05
DDInter726,B03AA03
DDInter729,V08CB01
DDInter73,L01XD04
DDInter731,G04BD11
DDInter732,R06AX26
DDInter733,B02BB01
DDInter734,A07AA12
DDInter735,L03AA02
DDInter736,D11AX10
DDInter736,G04CA51
DDInter736,G04CB01
DDInter737,L04AA27
DDInter738,G04BD02
DDInter74,R03DA55
DDInter74,R03DA05
DDInter74,R03DA20
DDInter74,R03DB05
DDInter740,C01BC04
DDInter741,G02CX02
DDInter742,L01BC09
DDInter743,J01RA07
DDInter743,J02AC01
DDInter743,D01AC15
DDInter744,J02AX01
DDInter744,D01AE21
DDInter745,L01BB05
DDInter746,V09IX04
DDInter747,S02CA07
DDInter747,S01CA06
DDInter747,H02AA02
DDInter747,S03CA05
DDInter748,V03AB25
DDInter749,R01AD04
DDInter749,R03BA03
DDInter75,J04AA02
DDInter75,J04AA03
DDInter75,J04AA01
DDInter750,R01AD04
DDInter750,R03BA03
DDInter751,S01CA10
DDInter751,D07BC02
DDInter751,S02BA08
DDInter751,C05AA10
DDInter751,S01BA15
DDInter751,D07AC04
DDInter751,S02CA05
DDInter751,D07CC02
DDInter752,C05AA11
DDInter752,D07AC08
DDInter752,D07CC05
DDInter753,C05AA11
DDInter753,D07AC08
DDInter753,D07CC05
DDInter755,D07XB04
DDInter755,D07AB06
DDInter755,S01BA07
DDInter755,S01BB03
DDInter755,C05AA06
DDInter755,D07CB03
DDInter755,S01CB05
DDInter755,S01CA07
DDInter755,D10AA01
DDInter756,D07XB04
DDInter756,D07AB06
DDInter756,S01BA07
DDInter756,S01BB03
DDInter756,C05AA06
DDInter756,D07CB03
DDInter756,S01CB05
DDInter756,S01CA07
DDInter756,D10AA01
DDInter757,L01BC52
DDInter757,L01BC02
DDInter758,N06CA03
DDInter758,N06AB03
DDInter759,G03BA01
DDInter76,C01BD01
DDInter760,N05AB02
DDInter762,N05CD01
DDInter763,M02AA19
DDInter763,M01AE09
DDInter763,R02AX01
DDInter763,S01BC04
DDInter764,M02AA19
DDInter764,M01AE09
DDInter764,R02AX01
DDInter764,S01BC04
DDInter765,L02BB01
DDInter766,R03BA05
DDInter766,D07AC17
DDInter766,R03AK11
DDInter766,R03AK06
DDInter766,R01AD08
DDInter766,R01AD58
DDInter767,R03BA05
DDInter767,D07AC17
DDInter767,R03AK11
DDInter767,R03AK06
DDInter767,R01AD08
DDInter767,R01AD58
DDInter768,R03BA05
DDInter768,D07AC17
DDInter768,R03AK11
DDInter768,R03AK06
DDInter768,R01AD08
DDInter768,R01AD58
DDInter769,C10AA04
DDInter77,N05AL05
DDInter770,N06AB08
DDInter771,B03AE02
DDInter771,V04CX02
DDInter771,B03BB01
DDInter771,B03AE01
DDInter771,B03BB51
DDInter772,G03GA06
DDInter772,G03GA10
DDInter772,G03GA05
DDInter773,V03AB34
DDInter775,B01AX05
DDInter776,R03AL09
DDInter776,R03AL05
DDInter776,R03AK09
DDInter776,R03AL10
DDInter776,R03CC15
DDInter776,R03AL11
DDInter776,R03AL07
DDInter776,R03AK08
DDInter776,R03AC13
DDInter776,R03AK07
DDInter776,R03AK11
DDInter777,J05AE07
DDInter779,J05AD01
DDInter78,N06AA09
DDInter78,N06CA01
DDInter780,J01XX01
DDInter781,C09BA09
DDInter781,C09AA09
DDInter783,N03AB05
DDInter785,B02BX09
DDInter786,J05AX29
DDInter788,N02CC07
DDInter789,L02BA03
DDInter79,C09XA54
DDInter79,C10BX07
DDInter79,C09BB03
DDInter79,C09BB04
DDInter79,C07FB07
DDInter79,C09DB06
DDInter79,C10BX18
DDInter79,C07FB12
DDInter79,C09DB05
DDInter79,C09XA53
DDInter79,C10BX03
DDInter79,C07FB13
DDInter79,C08CA01
DDInter79,C09BX04
DDInter79,C09BX03
DDInter79,C09DB04
DDInter79,C09DX03
DDInter79,C08GA02
DDInter79,C09DB07
DDInter79,C09DX06
DDInter79,C09BX01
DDInter79,C10BX11
DDInter79,C09DB02
DDInter79,C10BX09
DDInter79,C08CA51
DDInter79,C09DX01
DDInter79,C09DB09
DDInter79,C09DB01
DDInter79,C10BX14
DDInter79,C09BB07
DDInter79,C09DX07
DDInter790,C03EB01
DDInter790,C03CA01
DDInter790,G01AE10
DDInter790,C03CB01
DDInter791,N03AX12
DDInter792,V08CA08
DDInter793,V08CA09
DDInter794,V08CA03
DDInter795,V08CA11
DDInter796,V08CA01
DDInter797,V08CA02
DDInter798,V08CA04
DDInter799,V08CA06
DDInter8,L02BX03
DDInter80,G04BA01
DDInter80,B05XA04
DDInter800,V08CA10
DDInter801,V08DA02
DDInter801,V04CE01
DDInter802,N06DA04
DDInter806,J05AB06
DDInter806,S01AD09
DDInter807,H01CC01
DDInter809,S01AE06
DDInter809,J01MA16
DDInter81,N05CA02
DDInter81,N05CB01
DDInter810,L01EB01
DDInter811,L01BC05
DDInter812,C10AB04
DDInter813,J01MA15
DDInter814,L01FX02
DDInter815,S01AA11
DDInter815,S02AA14
DDInter815,D06AX07
DDInter815,S03AA06
DDInter815,J01GB03
DDInter816,S01AA11
DDInter816,S02AA14
DDInter816,D06AX07
DDInter816,S03AA06
DDInter816,J01GB03
DDInter817,L01EX13
DDInter819,N06DX02
DDInter819,N06DA53
DDInter82,N06AA17
DDInter821,A16AX16
DDInter822,L01XJ03
DDInter823,L03AX13
DDInter824,J05AP57
DDInter825,A10BD04
DDInter825,A10BB12
DDInter825,A10BD06
DDInter826,A10BB07
DDInter827,H04AA01
DDInter828,V03AF09
DDInter829,M01AX05
DDInter83,A02BD12
DDInter83,J01CR50
DDInter83,A02BD14
DDInter83,A02BD04
DDInter83,A02BD07
DDInter83,A02BD13
DDInter83,A02BD10
DDInter83,A02BD05
DDInter83,A02BD03
DDInter83,A02BD01
DDInter83,A02BD15
DDInter83,A02BD06
DDInter83,J01CA04
DDInter83,A02BD16
DDInter83,A02BD11
DDInter830,A09AB01
DDInter831,A10BB01
DDInter832,A06AX01
DDInter832,A06AG04
DDInter833,A16AX09
DDInter834,R03AL09
DDInter834,R03AL04
DDInter834,R03BB06
DDInter834,D11AA01
DDInter834,A03AB02
DDInter834,R03AL11
DDInter834,R03AL07
DDInter834,A03CA05
DDInter834,R03AL12
DDInter837,L04AB06
DDInter838,V04CM01
DDInter838,H01CA01
DDInter839,L02AE03
DDInter84,N06BA01
DDInter840,A04AA02
DDInter841,J05AP11
DDInter841,J05AP54
DDInter842,J01MA11
DDInter843,D01BA01
DDInter843,D01AA08
DDInter846,S01EX01
DDInter846,C02CC02
DDInter846,C02LF01
DDInter847,C02AC02
DDInter849,L04AC16
DDInter85,G01AA03
DDInter85,A07AA07
DDInter85,A01AB04
DDInter85,J02AA01
DDInter850,N05BA13
DDInter852,P01BX01
DDInter853,N05AD01
DDInter854,N01AB01
DDInter855,B06AB01
DDInter856,B01AB51
DDInter856,C05BA03
DDInter856,S01XA14
DDInter856,C05BA53
DDInter856,B01AB01
DDInter857,B01AB51
DDInter857,C05BA03
DDInter857,S01XA14
DDInter857,C05BA53
DDInter857,B01AB01
DDInter86,G01AA03
DDInter86,A07AA07
DDInter86,A01AB04
DDInter86,J02AA01
DDInter860,J07CA08
DDInter862,V04CX06
DDInter863,L03AX14
DDInter863,V04CG03
DDInter864,L02AE05
DDInter865,S01FA05
DDInter866,S01FA05
DDInter869,B06AC01
DDInter87,G01AA03
DDInter87,A07AA07
DDInter87,A01AB04
DDInter87,J02AA01
DDInter870,J06BB09
DDInter877,J06BB01
DDInter88,G01AA03
DDInter88,A07AA07
DDInter88,A01AB04
DDInter88,J02AA01
DDInter880,S01KA51
DDInter880,S01KA01
DDInter880,D03AX05
DDInter880,M09AX01
DDInter880,R01AX09
DDInter881,B06AA03
DDInter882,C02DB02
DDInter882,C02LG02
DDInter883,C09BX03
DDInter883,C03AX01
DDInter883,C03AB03
DDInter883,C09DX03
DDInter883,C03EA01
DDInter883,C09DX06
DDInter883,C09XA52
DDInter883,G01AE10
DDInter883,C09DX01
DDInter883,C03AA03
DDInter883,C09XA54
DDInter883,C09DX07
DDInter884,R05DA03
DDInter885,S01CB03
DDInter885,A01AC03
DDInter885,S01BA02
DDInter885,S01CA03
DDInter885,D07AA02
DDInter885,S01BB01
DDInter885,D07XA01
DDInter885,D07BA04
DDInter885,S02CA03
DDInter885,A07EA02
DDInter885,S02BA01
DDInter885,R01AD60
DDInter885,H02AB09
DDInter885,D07CA01
DDInter885,S03CA04
DDInter885,C05AA01
DDInter886,S01CB03
DDInter886,A01AC03
DDInter886,S01BA02
DDInter886,S01CA03
DDInter886,D07AA02
DDInter886,S01BB01
DDInter886,D07XA01
DDInter886,D07BA04
DDInter886,S02CA03
DDInter886,A07EA02
DDInter886,S02BA01
DDInter886,R01AD60
DDInter886,H02AB09
DDInter886,D07CA01
DDInter886,S03CA04
DDInter886,C05AA01
DDInter887,S01CB03
DDInter887,A01AC03
DDInter887,S01BA02
DDInter887,S01CA03
DDInter887,D07AA02
DDInter887,S01BB01
DDInter887,D07XA01
DDInter887,D07BA04
DDInter887,S02CA03
DDInter887,A07EA02
DDInter887,S02BA01
DDInter887,R01AD60
DDInter887,H02AB09
DDInter887,D07CA01
DDInter887,S03CA04
DDInter887,C05AA01
DDInter888,D07AB02
DDInter888,D07BB04
DDInter889,C03AA02
DDInter889,G01AE10
DDInter889,C03AH02
DDInter889,C03AB02
DDInter89,J01CR50
DDInter89,J01CA51
DDInter89,J01CA01
DDInter89,S01AA19
DDInter890,N02AA53
DDInter890,N02AA03
DDInter890,N02AG04
DDInter891,B03BA53
DDInter891,V03AB33
DDInter891,B03BA03
DDInter893,P01BA02
DDInter894,L01XX05
DDInter895,N05BB01
DDInter895,N05BB51
DDInter896,A03BA03
DDInter896,A03CB31
DDInter897,M05BA06
DDInter897,M05BB09
DDInter898,V10XX02
DDInter899,L01EL01
DDInter9,L01EL02
DDInter90,J05AE05
DDInter900,G02CC01
DDInter900,C01EB16
DDInter900,M01AE01
DDInter900,M02AA13
DDInter900,R02AX02
DDInter900,N02AJ08
DDInter900,N02AJ19
DDInter900,M01AE51
DDInter901,C01BD05
DDInter902,B06AC02
DDInter904,L01DB06
